Date,Open,High,Low,Close,Volume
2024-05-06,35.27305171812807,35.64394599109959,35.006769394522784,35.11137771606445,5528500
2024-05-07,35.08285128613986,35.720031561077654,35.08285128613986,35.37766647338867,4533700
2024-05-08,35.0448035317464,35.58688027924745,34.96872443046384,35.22549819946289,4167200
2024-05-09,35.26354100897248,35.72002651884542,35.13990838302011,35.643943786621094,5883900
2024-05-10,35.805613362740544,35.967283707041744,35.14941257562086,35.254024505615234,4942300
2024-05-13,35.45374498110803,35.53933625156386,35.168441955530184,35.510807037353516,4721200
2024-05-14,35.586879336477146,35.92924435273926,35.368146937826154,35.72002410888672,5502800
2024-05-15,35.653459757101395,35.71051818455074,34.63587305774968,35.52982711791992,4578300
2024-05-16,35.34912864098833,35.729535046461294,35.273049536588346,35.643943786621094,3612800
2024-05-17,35.86267462602294,36.06238634760997,35.56786312115374,36.04336929321289,3639400
2024-05-20,36.01484208015956,36.17651609037577,35.701009844060074,36.100433349609375,5844300
2024-05-21,36.014842992696465,36.4713285653869,35.75806917784094,35.78660202026367,4093900
2024-05-22,35.56786697324044,35.6534582385938,34.45518052364681,34.588321685791016,7000400
2024-05-23,34.73098161938164,35.03530537019871,34.06527205403483,34.21743392944336,7214400
2024-05-24,34.36958985142967,34.63587218031347,34.15085742015732,34.341060638427734,4022000
2024-05-28,34.6073434669021,35.254032241662316,34.4456730871244,34.73097610473633,4840200
2024-05-29,34.46469124064501,34.67391150335377,34.02722277609158,34.055755615234375,6275500
2024-05-30,33.951144583148974,34.37910090355737,33.93212389915032,34.19840621948242,4293600
2024-05-31,34.14135134461468,34.98775191751092,34.09379781576216,34.90216064453125,9384200
2024-06-03,34.90215718238993,34.911665710522286,32.771887726112034,33.03817367553711,7969000
2024-06-04,32.65776571230509,32.752865500450795,32.001568467321206,32.21078872680664,8608900
2024-06-05,32.315930148674525,32.459299428772695,31.790231849939637,32.000511169433594,7989900
2024-06-06,31.933603380550522,32.401951759102666,31.742440702649144,32.32548522949219,9083200
2024-06-07,32.16300655321996,32.84163074850007,31.981400327633985,32.574005126953125,7534800
2024-06-10,32.66958143658342,33.27174267169636,32.27769953826792,32.9849967956543,6262400
